Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
"Data Science : Eine praxisorientierte Einfuhrung im Umfeld von Machine Learning, kunstlicher Intelligenz und Big Data - 2., erweiterte Auflage",Michael Oettinger,1838.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3470/9783347069510.jpg,,226.0,Hardback,2020-05-18,tredition GmbH,German,334706951X,9783347069510,,,170.0,244.0,14.0,562.0
"Boost Your Memory and Focus Like a Modern Einstein : Accelerate Learning Speed, Embrace Unlimited Memory Potential with State-of-the-Art Techniques and Transform Your Brain into a Powerful Machine",Roger C Brink,708.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6486/9781648660856.jpg,,96.0,Hardback,2020-06-20,Native Publisher,English,1648660851,9781648660856,,,152.0,229.0,6.0,299.0
Python Programming for Beginners : A Computer Programming Crash Course to Start Coding Immediately. Discover the Importance of Artificial Intelligence and Machine Learning in The XXI Century,Philbert Shelton,1282.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8014/9781801478311.jpg,,190.0,Hardback,2020-12-13,Giovanna Bono,English,1801478317,9781801478311,,,,,,
"The Mental Health Diagnostic Desk Reference : Visual Guides and More for Learning to Use the Diagnostic and Statistical Manual (DSM-IV-TR), Second",Carlton Munson,3847.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7890/9780789014641.jpg,3.88,396.0,Hardback,2001-02-01,Taylor & Francis Inc,English,0789014645,9780789014641,New York,United States,156.0,216.0,30.73,771.0
"Engineering Smarter Systems : New Approaches to Systems Engineering and Design with Artificial Intelligence, Machine Learning and System Modelling",Barclay R. Brown,3394.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1196/9781119665595.jpg,,350.0,Hardback,2021-08-25,John Wiley and Sons Ltd,English,1119665590,9781119665595,Hoboken,United States,,,,
"Python Programming : The Ultimate Expert Guide: Advanced Features, Object-Oriented Programming, Data Analysis, Artificial Intelligence and Machine Learning with Python",Clive Campbell,823.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801547666.jpg,,244.0,Hardback,2020-12-23,Giuseppe Sparta,English,1801547661,9781801547666,,,,,,
Artificial Intelligence business applications : Machine learning within the business. The matter of the interpreted and high-level programming language called Python,Chris Baker,711.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914063176.jpg,,158.0,Hardback,2020-10-20,Mikan Ltd,English,1914063171,9781914063176,,,152.0,229.0,11.0,381.0
"Data Science for Business 2019 (2 BOOKS IN 1) : Master Data Analytics & Machine Learning with Optimized Marketing Strategies (Artificial Intelligence, Neural Networks, Algorithms & Predictive Modelling","Riley Adams, Matt Henderson",1170.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9896/9781989632161.jpg,,290.0,Hardback,2019-07-05,This Is Charlotte.,English,1989632165,9781989632161,,,216.0,280.0,18.0,962.0
"Regularization, Optimization, Kernels, and Support Vector Machines","Johan A.K. Suykens, Marco Signoretto, Andreas Argyriou",2812.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4822/9781482241396.jpg,4.0,525.0,Hardback,2014-12-01,Apple Academic Press Inc.,English,1482241390,9781482241396,Oakville,Canada,156.0,235.0,35.56,839.0
"Data Science : What the Best Data Scientists Know About Data Analytics, Data Mining, Statistics, Machine Learning, and Big Data - That You Don't",Herbert Jones,833.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6474/9781647483074.jpg,,130.0,Hardback,2020-01-10,Bravex Publications,English,1647483077,9781647483074,,,152.0,229.0,10.0,345.0
Multi-Label Dimensionality Reduction,"Liang Sun, Shuiwang Ji, Jieping Ye",2849.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4398/9781439806159.jpg,,208.0,Hardback,2013-12-17,Taylor & Francis Inc,English,1439806152,9781439806159,Washington,United States,156.0,234.0,15.24,476.0
Machine Learning : A Bayesian and Optimization Perspective,Sergios Theodoridis,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1280/9780128015223.jpg,4.21,1062.0,Hardback,2015-05-19,Elsevier Science Publishing Co Inc,English,0128015225,9780128015223,San Diego,United States,197.0,240.0,50.8,2290.0
Sandlot Stats : Learning Statistics with Baseball,Stanley Rothman,2715.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4214/9781421406022.jpg,4.29,592.0,Hardback,2012-11-01,JOHNS HOPKINS UNIVERSITY PRESS,English,1421406020,9781421406022,"Baltimore, MD",United States,178.0,254.0,41.0,1406.0
Python Coding : Learn To Code Fast. Python For Data Analysis And Machine Learning. Advanced Methods To Learn How To Create Codes. Practical Programming Strategies For Beginners.,Eric Wall,701.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914016288.jpg,,134.0,Hardback,2020-10-07,Aicem Ltd,English,1914016289,9781914016288,,,152.0,229.0,10.0,349.0
"Python Crash Course : A Practical Beginner's Guide to Learn Python in 7 Days or Less, Introducing you into the World of Data Science, Artificial Intelligence and Machine Learning with Hands-on Projects",Erick Thompson,851.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801548014.jpg,,154.0,Hardback,2020-12-29,Sandro Terrini,English,1801548013,9781801548014,,,,,,
"Data Science : 2 Books in 1: Python Programming & Python for Data Science, The Ultimate Guide to Learn Machine Learning and Predictive Analytics from Scratch with Hands-On Projects",John Russel,794.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9139/9781913922931.jpg,3.0,142.0,Hardback,2020-11-09,John Russel,English,1913922936,9781913922931,,,152.0,229.0,10.0,363.0
"Python Programming : Learn machine learning, data science and analysis with a crash course for beginners. Included coding exercises for artificial intelligence, Numpy, Pandas and Ipython.",Jason Test,1128.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951277.jpg,,360.0,Hardback,2020-11-07,Indipendent publisher,English,9918951273,9789918951277,,,152.0,229.0,21.0,649.0
"Python Crash Course : Beginner guide to Computer Programming, Web Coding and Data Mining. Learn Machine Learning, Artificial Intelligence, NumPy and Pandas packages with exercises for data analysis",Jason Test,813.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951437.jpg,,114.0,Hardback,2020-11-06,Libero Fabio Dachille,English,9918951435,9789918951437,,,152.0,229.0,8.0,322.0
"Python for Data Science : 2 Books in 1. A Practical Beginner's Guide to learn Python Programming, introducing into Data Analytics, Machine Learning, Web Development, with Hands-on Projects",Erick Thompson,1043.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8012/9781801235174.jpg,,266.0,Hardback,2020-11-10,Charlie Creative Lab,English,1801235171,9781801235174,,,152.0,229.0,16.0,526.0
Python Crash Course : A Beginner's Guide to Master the Basics of Python and Data Science. Learn Coding with This Machine Learning Tool. Discover the Endless Possibilities of Computers and Codes.,Eric Wall,699.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914016271.jpg,,128.0,Hardback,2020-10-07,Aicem Ltd,English,1914016270,9781914016271,,,152.0,229.0,10.0,345.0
"Python for Data Science : 2 Books in 1. A Practical Beginner's Guide to learn Python Programming, introducing into Data Analytics, Machine Learning, Web Development, with Hands-on Projects",Erick Thompson,1067.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801548052.jpg,,266.0,Hardback,2020-11-29,Sandro Terrini,English,1801548056,9781801548052,,,,,,
Machines on the Farm,Sian Smith,659.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4329/9781432975012.jpg,3.0,24.0,Hardback,2013-07-01,Heinemann Educational Books,English,1432975013,9781432975012,North Mankato,United States,196.0,224.0,10.0,272.0
"Python Programming : Learn the Ultimate Strategies to Master Programming and Coding Quickly. Follow Practical Examples, Discover Machine Learning and Start Reading Data Analysis Like A Pro",Dan Phillips,1028.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914089183.jpg,,282.0,Hardback,2020-10-26,Double M International Ltd,English,1914089189,9781914089183,,,152.0,229.0,18.0,544.0
"Python for Data Science : Guide to computer programming and web coding. Learn machine learning, artificial intelligence, NumPy and Pandas packages for data analysis. Step-by-step exercises included.",Jason Test,817.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951215.jpg,,120.0,Hardback,2020-10-14,Libero Fabio Dachille,English,9918951214,9789918951215,,,152.0,229.0,8.0,331.0
"Python for Beginners : Start Right Now to Learn Computer Programming with the Best Crash Course. Improve your Skills with Machine Learning, Data Analysis and Data Science",Ben Chan,960.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9492/9783949231155.jpg,,278.0,Hardback,2020-11-11,Sergio Suzzi,English,3949231153,9783949231155,,,152.0,229.0,18.0,540.0
"Python Crash Course : A Practical Beginner's Guide to Learn Python in 7 Days or Less, Introducing you into the World of Data Science, Artificial Intelligence and Machine Learning with Hands-on Projects",Erick Thompson,855.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8012/9781801235136.jpg,,154.0,Hardback,2020-11-11,Charlie Creative Lab,English,1801235139,9781801235136,,,152.0,229.0,11.0,376.0
Python for Data Analysis : Learn as a PRO to use data science for business through applied artificial intelligence. Master machine learning and discover the secrets of computer programming,Jason Test,722.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951581.jpg,,238.0,Hardback,2020-11-14,Independently Published,English,9918951583,9789918951581,,,152.0,229.0,14.0,485.0
"Computer Programming - Python : 3 Books in 1: A Crash Course to Go Deep into Artificial Intelligence. Tools, Tips and Tricks to Implement Your Neural Networks with Machine Learning and Data Science",Russel R Russo,1022.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8014/9781801478182.jpg,,458.0,Hardback,2020-12-17,Zanshin Honya Ltd,English,180147818X,9781801478182,,,,,,
"Business Intelligence : An Essential Beginner's Guide to BI, Big Data, Artificial Intelligence, Cybersecurity, Machine Learning, Data Science, Data Analytics, Social Media and Internet Marketing",Richard Hurley,823.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9521/9781952191114.jpg,,106.0,Hardback,2020-02-25,Ationa Publications,English,1952191114,9781952191114,,,152.0,229.0,8.0,313.0
"Data Analytics for Businesses 2019 : Master Data Science with Optimised Marketing Strategies using Data Mining Algorithms (Artificial Intelligence, Machine Learning, Predictive Modelling and more)",Riley Adams,1029.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9896/9781989632123.jpg,3.25,128.0,Hardback,2019-04-05,This Is Charlotte.,English,1989632122,9781989632123,,,216.0,280.0,10.0,594.0
"Hacking With Kali Linux : The Complete Beginner's Guide on Kali Linux and Hacking Tools. Includes Basic Security Testing with Kali Linux, Machine Learning, Tips and Tricks for Python Programming",Adam Bash,806.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801545914.jpg,,164.0,Hardback,2020-12-20,Giovanni Iannelli,English,180154591X,9781801545914,,,,,,
"Data Science for Beginners : 4 Books in 1: Python Programming, Data Analysis, Machine Learning. A Complete Overview to Master The Art of Data Science From Scratch Using Python for Business",Andrew Park,1212.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9141/9781914167003.jpg,,482.0,Hardback,2020-11-10,Valvo Ltd,English,1914167007,9781914167003,,,,,,
Machine Learning for Data Streams : with Practical Examples in MOA,"Albert Bifet, Ricard Gavalda, Geoff Holmes, Bernhard Pfahringer",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2620/9780262037792.jpg,5.0,288.0,Hardback,2018-03-02,MIT Press Ltd,English,0262037793,9780262037792,Cambridge,United States,178.0,229.0,24.0,680.39
"Data Science for Business : Predictive Modeling, Data Mining, Data Analytics, Data Warehousing, Data Visualization, Regression Analysis, Database Querying, and Machine Learning for Beginners",Herbert Jones,803.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6474/9781647483265.jpg,,102.0,Hardback,2020-01-10,Bravex Publications,English,1647483263,9781647483265,,,152.0,229.0,8.0,308.0
"Big Data : A Guide to Big Data Trends, Artificial Intelligence, Machine Learning, Predictive Analytics, Internet of Things, Data Science, Data Analytics, Business Intelligence, and Data Mining",Richard Hurley,661.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9521/9781952191138.jpg,4.11,98.0,Hardback,2020-02-26,Ationa Publications,English,1952191130,9781952191138,,,152.0,229.0,6.0,304.0
"Python Programming : The Complete Crash Course for Beginners to Mastering Python with Practical Applications to Data Analysis and Analytics, Machine Learning and Data Science Projects - 4 Books in 1",Andrew Park,919.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9141/9781914167065.jpg,,234.0,Hardback,2020-11-18,Independently Published,English,1914167066,9781914167065,,,152.0,229.0,14.0,481.0
Python for Data Analysis : From the Beginner to Expert Crash Course 3.0 that will Change your Life as a Digital Programmer Thanks to the Minimalism of this Manual. Deep Machine Learning and Big Data,Mik Arduino,876.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801326537.jpg,,82.0,Hardback,2020-11-30,Charlie Creative Lab,English,1801326533,9781801326537,,,152.0,229.0,6.0,281.0
"Artificial Intelligence in Finance : 7 things you should to know about the future of trading with proven strategies to predict options, stock and forex using Python, applied machine learning, Keras","Jason Test, Mark Broker",955.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9186/9789918608041.jpg,,422.0,Hardback,2020-11-24,Independently Published,English,9918608048,9789918608041,,,152.0,229.0,24.0,730.0
"Python Programming : The Easiest Python Crash Course to Go Deep Through the Main Applications as Web Development, Data Analysis, and Data Science Including Machine Learning",Alan Grid,860.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9140/9781914045110.jpg,,124.0,Hardback,2020-11-14,Via Etenea Ltd,English,1914045114,9781914045110,,,152.0,229.0,8.0,336.0
Statistics in Early Childhood and Primary Education : Supporting Early Statistical and Probabilistic Thinking,"Aisling Leavy, Maria Meletiou-mavrotheris, Efi Paparistodemou",3761.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8113/9789811310430.jpg,,313.0,Hardback,2018-08-03,"Springer Verlag, Singapore",English,9811310432,9789811310430,Singapore,Singapore,155.0,235.0,20.57,5055.0
Condition Monitoring with Vibration Signals : Compressive Sampling and Learning Algorithms for Rotating Machines,"Asoke K. Nandi, Hosameldin Ahmed",3559.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1195/9781119544623.jpg,,440.0,Hardback,2020-01-07,John Wiley and Sons Ltd,English,1119544629,9781119544623,Hoboken,United States,170.0,248.0,29.0,976.0
The Big R-Book : From Data Science to Learning Machines and Big Data,Philippe J. S. De Brouwer,3162.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1196/9781119632726.jpg,,928.0,Hardback,2020-10-27,John Wiley and Sons Ltd,English,1119632722,9781119632726,Hoboken,United States,217.0,282.0,40.0,2080.0
The Master Algorithm : How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2410/9780241004548.jpg,3.78,352.0,Hardback,2015-09-22,Penguin Books Ltd,English,0241004543,9780241004548,London,United Kingdom,162.0,240.0,32.0,605.0
"Python : 2 BOOKS in 1: Learn the art of computer programming with the most complete crash course for data science. Master as a pro machine learning, applied artificial intelligence & Arduino in 7 days",Jason Test,882.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/9189/9789918951253.jpg,,248.0,Hardback,2020-11-07,Independently Published,English,9918951257,9789918951253,,,152.0,229.0,16.0,499.0
"Python Programming : 2 Books in 1: Python for Data Science, Python for Beginners, Improve your Coding Skills and Learn All the Secrets About Machine Learning With our Crash Course",Ben Chan,953.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9492/9783949231391.jpg,,312.0,Hardback,2020-12-04,Sergio Suzzi,English,3949231390,9783949231391,,,152.0,229.0,19.0,585.0
"Python for Data Analysis : A Practical Guide you Can't Miss to Master Data Using Python. Key Tools for Data Science, Introducing you into Data Manipulation, Data Visualization, Machine Learning",Erick Thompson,853.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801548021.jpg,,126.0,Hardback,2020-11-29,Sandro Terrini,English,1801548021,9781801548021,,,,,,
"Python Programming : A beginners' guide to understand machine learning and master coding. Includes Smalltalk, Java, TCL, JavaScript, Perl, Scheme, Common Lisp, Data Science Analysis, C++, PHP & Ruby",Adam Bash,845.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8015/9781801545921.jpg,,202.0,Hardback,2020-12-20,Giovanni Iannelli,English,1801545928,9781801545921,,,,,,
